ID,Title,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=4a145a04f7e22674,[NAVER Z] 추천 서비스 개발자,성남 분당구,,
https://kr.indeed.com/viewjob?jk=30e17a7d8ce9d4d4,Software Engineer,서울,,
https://kr.indeed.com/viewjob?jk=143e0c804950e2d9,Metaverse 서비스 Backend 개발자,서울 중구,,
https://kr.indeed.com/viewjob?jk=55a19c92c845685e,Developer / Designer recruit,서울 논현동,,
https://kr.indeed.com/viewjob?jk=37bc183b6d857c75,[NAVER Cloud] MYBOX 서버 개발,성남 분당구,,
https://kr.indeed.com/viewjob?jk=dcce462b35782eb3,시스템 엔지니어 모집,성남 판교역,,
https://kr.indeed.com/viewjob?jk=5248714b20345f97,[NAVER Cloud] WORKBOX(파일공유) 서버 개발,성남 분당구,,
https://kr.indeed.com/viewjob?jk=01e4bbf37fcc4a2b,[NAVER Cloud] 클라우드 보안플랫폼 개발,서울,,
https://kr.indeed.com/viewjob?jk=8986e079dd3f3c1f,머신러닝/딥러닝 데이터 모델링 및 서비스화,경기도 성남,,
https://kr.indeed.com/viewjob?jk=5875c0fd88baa295,[TmaxAI/R&D] NLP(자연어/문서/음성/감성분석)부문 개발자,성남 분당구,,
https://kr.indeed.com/viewjob?jk=01d53bd7d741d9d5,System Engineer,서울,,
https://kr.indeed.com/viewjob?jk=1d520f07448a8eb2,[Dooray!] 협업서비스 백엔드 개발,성남 판교역,,
https://kr.indeed.com/viewjob?jk=c9c00cea70ae8711,백엔드 플랫폼 개발 유지보수,경기도 성남,,
https://kr.indeed.com/viewjob?jk=a0e0d8e73f1bdc30,Data Engineer,서울 강남구,,
https://kr.indeed.com/viewjob?jk=d845489010aa1905,[NAVER Z] ZEPETO 서버 (백엔드) 개발자 모집,성남 백현동,,
https://kr.indeed.com/viewjob?jk=71675db885a52e67,추천 서비스 개발자,서울,,
https://kr.indeed.com/viewjob?jk=e010f7780d479126,검색서비스 서버 개발 신입/경력,서울 관악구,,
https://kr.indeed.com/viewjob?jk=d0c797e418c9ba93,Web BackEnd 개발자 모집,서울 몽촌토성역,,
https://kr.indeed.com/viewjob?jk=37fce16c7bf46817,Java 백엔드 개발자(플랫폼 개발),서울,,
https://kr.indeed.com/viewjob?jk=60f6d2104707af1f,(주)이포즌 자사솔루션 개발팀 팀장,서울 성동구,,
https://kr.indeed.com/viewjob?jk=9ab2041ab3380a21,[카카오톡] 안티어뷰징을 위한 데이터/백엔드 엔지니어 및 머신러닝 전문가 모집,성남 판교역,,
https://kr.indeed.com/viewjob?jk=94b5b5dc8610dc06,Senior Analytics Consultant,서울,,
https://kr.indeed.com/viewjob?jk=2aba8cf01996b0e8,[SSG/AI] Back-end Engineer,서울 회현동,,
https://kr.indeed.com/viewjob?jk=15721d5232af76d2,[위메프서비스] 성능테스트 엔지니어,대한민국,,
https://kr.indeed.com/viewjob?jk=8fa17c6073918c5b,하둡 플랫폼 서비스 개발자 모집,성남 판교역,,
https://kr.indeed.com/viewjob?jk=d228af7167126ff4,카카오커머스 개발실 서버 개발자 모집,성남 판교역,,
https://kr.indeed.com/viewjob?jk=e546effb1f55066c,[PAYCO] 핀테크 개발/기획,성남 판교역,,
https://kr.indeed.com/viewjob?jk=f5a8445589b3e827,마케팅 플랫폼 데이터 엔지니어링 담당자 모집,서울 구로구,,
https://kr.indeed.com/viewjob?jk=11fe977f086946fb,[위메프서비스] 상품 데이터 백엔드 개발자,대한민국,,
https://kr.indeed.com/viewjob?jk=60220d91a7a1ce30,(주)노랑풍선 전사 IT부문(개발자 외) 경력직,서울 중구,,
https://kr.indeed.com/viewjob?jk=7c1c386cd39fecbb,Data Engineer,서울,,
https://kr.indeed.com/viewjob?jk=0168b9a806658cff,Klaytn Blockchain Platform Data Engineer,서울,,
https://kr.indeed.com/viewjob?jk=246df17cfbfbf3b9,Cloud Engineer,서울,,
https://kr.indeed.com/viewjob?jk=4d6d1f847c6a86f6,GC녹십자지놈LIMS팀,용인 기흥구,,
https://kr.indeed.com/viewjob?jk=ceb8243bc8ae3c35,[데이터 플랫폼]서비스 데이터 엔지니어(전문연구요원 가능),서울,,
https://kr.indeed.com/viewjob?jk=112566541738ad42,Software Developer,대한민국,,
https://kr.indeed.com/viewjob?jk=af73a123c1267475,광고서버 코어 개발 및 운영,경기도 성남,,
https://kr.indeed.com/viewjob?jk=d13fce11058e6cf1,보안 모니터링 시스템 개발 및 운영 담당자 모집,성남 판교역,,
https://kr.indeed.com/viewjob?jk=1faa4cef0535a975,검색 엔지니어,서울,,
https://kr.indeed.com/viewjob?jk=f0fa048255eee14e,"인공지능(AI), 머신러닝(ML) 외 경력 정규직",서울 영등포구,,
https://kr.indeed.com/viewjob?jk=9383b1846a0fd229,[NAVER Cloud] MYBOX 서버 개발,서울,,
https://kr.indeed.com/viewjob?jk=8e2b96836395bcb1,아이템 서비스 개발 (대용량 데이터처리),경기도 성남,,
https://kr.indeed.com/viewjob?jk=b85695efc1313751,Backend 개발자,서울 강남구,,
https://kr.indeed.com/viewjob?jk=ca83341de0ede950,[위메프서비스] NoSQL 데이터베이스 엔지니어,대한민국,,
https://kr.indeed.com/viewjob?jk=588abee940b693a1,Game Platform Server 개발,대한민국,,
https://kr.indeed.com/viewjob?jk=38a26ad31307be21,[위메프] 신규서비스 ML엔지니어,대한민국,,
https://kr.indeed.com/viewjob?jk=8b8b2662f2b12757,Java 백엔드 개발자(서비스 개발),서울,,
https://kr.indeed.com/viewjob?jk=bd87d7e802ec26cc,[NAVER Cloud] WORKBOX(파일공유) 서버 개발,서울,,
https://kr.indeed.com/viewjob?jk=3e9f424db77a9385,DevOps Engineer,서울,,
https://kr.indeed.com/viewjob?jk=673583ea33eb556a,링크샵스 백엔드(Backend) 개발 및 유지보수 담당,서울 중구,,
https://kr.indeed.com/viewjob?jk=420f4d9e068206d3,"신세계아이앤씨] 라이브쇼핑 (Front, Back-end, 컨택센터 IVR 개발) 부문 인재모집",경기도,,
https://kr.indeed.com/viewjob?jk=9fb1c45f5f4194cc,[위메프서비스] Node.js 개발자,대한민국,,
https://kr.indeed.com/viewjob?jk=10fe73a4273056bd,[강원/원주] 기술연구소 개발자 - 신입(수습3개월)& 경력,강원도 원주,,
https://kr.indeed.com/viewjob?jk=d4fedbedf819ba56,AI 인공지능 서비스 플랫폼 개발자,서울 서초구,,
https://kr.indeed.com/viewjob?jk=67ce12d4c4728468,[위메프서비스] 검색/쿠폰/사용자서비스 백엔드 개발자,대한민국,,
https://kr.indeed.com/viewjob?jk=1874aaee481880be,클라우드 오퍼레이션 엔지니어,성남 판교역,,
https://kr.indeed.com/viewjob?jk=cea8db2153898382,[서비스 플랫폼] 백엔드 엔지니어 (전문연구요원 가능),서울,,
https://kr.indeed.com/viewjob?jk=87eb19db89bbf87b,[위메프서비스] DW Data Engineer,대한민국,,
https://kr.indeed.com/viewjob?jk=752a4b5d63eac97c,Sr. Back-end Engineer (Python),서울 강남구,,
https://kr.indeed.com/viewjob?jk=f128abb0fbc3d895,광고플랫폼 Backend개발,서울 삼성동,,
https://kr.indeed.com/viewjob?jk=c5685a32445180f3,[커머스&서비스 플랫폼] 백엔드 엔지니어 (전문연구요원 가능),서울,,
https://kr.indeed.com/viewjob?jk=a5868277027bf920,Data Engineer_Eng,서울,,
https://kr.indeed.com/viewjob?jk=70dee293689985cb,[NHN Cloud] 서비스 및 플랫폼 개발,성남 판교역,,
https://kr.indeed.com/viewjob?jk=87fdaa66ba65fefe,광고 추천 시스템 개발자 모집,성남 판교역,,
https://kr.indeed.com/viewjob?jk=a1d842da6184de96,AI 검색 엔지니어 (5년이상),서울,,
https://kr.indeed.com/viewjob?jk=243dfdf90bf5d1c1,[NAVER Z] Stickerly 서버 개발자 모집,성남 백현동,,
https://kr.indeed.com/viewjob?jk=9c1ce447a7de0e4c,스마트워크팀 시스템 엔지니어 (인턴),대한민국,,
https://kr.indeed.com/viewjob?jk=f3814da45c7f7954,웹 프론트엔드 개발자,서울 서초구,,
https://kr.indeed.com/viewjob?jk=91c5e1f772444f55,플랫폼 백엔드 개발,서울,,
https://kr.indeed.com/viewjob?jk=edf7c1d5f1548667,"Data Architect, Professional Services",서울,,
https://kr.indeed.com/viewjob?jk=934a93d1545789ee,검색데브옵스 담당자 모집,서울 목동,,
https://kr.indeed.com/viewjob?jk=559bc6c0e08e6af8,라이브쇼핑 부문 인재모집[Back-End 운영/개발],서울 회현동,,
https://kr.indeed.com/viewjob?jk=cca2b489fc635369,DevOps Engineer_Eng,서울,,
https://kr.indeed.com/viewjob?jk=1899a73d10454cee,[ASAP]웹백엔드 개발자(5~10년차),서울 송파구,,
https://kr.indeed.com/viewjob?jk=7c3c7635d3b95f50,"(주)엘솔루 서버, 네트워크 관리 담당자",서울 서초구,,
https://kr.indeed.com/viewjob?jk=f7bcab2e4a6349c9,"DynamoDB Solutions Architect , World Wide Specialists, Datab...",서울,,
https://kr.indeed.com/viewjob?jk=af0c08665cdeefa8,Klip Drops - Data Engineer,서울,,
https://kr.indeed.com/viewjob?jk=a3b3aefaa5b24791,[신사업] 백엔드 엔지니어 (전문연구요원 가능),서울,,
https://kr.indeed.com/viewjob?jk=4f1fa326dbb1e4ea,ADS Platform Data Engineer,대한민국,,
https://kr.indeed.com/viewjob?jk=9c6f41e1d95a592d,Java 백엔드 개발자 (플랫폼 개발),대한민국,,
https://kr.indeed.com/viewjob?jk=b13fbd1a58b6cc14,[NAVER Z] 스티컬리 서버 개발자 모집,성남 백현동,,
https://kr.indeed.com/viewjob?jk=2bc50332cbfbda9c,웹 개발 직원 채용,경상북도 구미,,
https://kr.indeed.com/viewjob?jk=1e071efff2aad459,Senior Software Engineer,서울,,
https://kr.indeed.com/viewjob?jk=9a3ca7a97cdf689c,"Cloud Support Engineer, Analytics",서울,,
https://kr.indeed.com/viewjob?jk=0127f55080741f6b,Java 백엔드 개발자(서비스 개발),대한민국,,
https://kr.indeed.com/viewjob?jk=2cc5d8ad005d152f,Dev Ops/ System manager (전문연구요원 가능),서울,,
https://kr.indeed.com/viewjob?jk=1770f116606eeeb0,[커머스 플랫폼] 백엔드 엔지니어 (전문연구요원 가능),서울,,
